title,dateTime
Poll Shows Transgender Ideology Losing Support,2021-11-08T22:32:28Z
Uproar on Set After ‘General Hospital’ Star Reposts Tweet Calling Rachel Levine a ‘Dude’,2021-11-08T13:13:08Z
Uproar on Set After ‘General Hospital’ Star Reposts Tweet Calling Rachel Levine a ‘Dude’,2021-11-08T13:13:08Z
Former Vatican Doctrinal Chief: LGBT Ideology Is ‘Absolutely Wrong’,2021-11-07T01:22:23Z
Former Vatican Doctrinal Chief: LGBT Ideology Is ‘Absolutely Wrong’,2021-11-07T01:22:23Z
Polls Show Growing Rejection of Transgenderism,2021-11-06T11:14:33Z
Polls Show Growing Rejection of Transgenderism,2021-11-06T11:14:33Z
Chinese Regime Debuts Transgender Children Clinic in Shanghai,2021-11-05T13:33:48Z
Chinese Regime Debuts Transgender Children Clinic in Shanghai,2021-11-05T13:33:48Z
Conservative Transgender Commentator Blaire White: Rape of VA Girl ‘Politically Inconvenient’ for Left,2021-11-04T19:50:51Z
Conservative Transgender Commentator Blaire White: Rape of VA Girl ‘Politically Inconvenient’ for Left,2021-11-04T19:50:51Z
J.D. Vance: Lesson of Virginia Is ‘Don’t Avoid the Culture War’,2021-11-04T19:12:28Z
J.D. Vance: Lesson of Virginia Is ‘Don’t Avoid the Culture War’,2021-11-04T19:12:28Z
Twitter Censors PJ Media for Calling Rachel Levine a Male,2021-11-03T11:25:22Z
Twitter Censors PJ Media for Calling Rachel Levine a Male,2021-11-03T11:25:22Z
Twelve Sexual and Violent Offender Trans Inmates Moved Into Women’s Prisons in Scotland,2021-11-03T10:59:13Z
Twelve Sexual and Violent Offender Trans Inmates Moved Into Women’s Prisons in Scotland,2021-11-03T10:59:13Z
Virginia Parents Torpedo Democrats’ CRT and Transgender Policies,2021-11-03T10:52:31Z
Virginia Parents Torpedo Democrats’ CRT and Transgender Policies,2021-11-03T10:52:31Z
Mother of Convicted Loudoun County School Sex Offender Blames the Victim,2021-11-02T15:27:28Z
Mother of Convicted Loudoun County School Sex Offender Blames the Victim,2021-11-02T15:27:28Z
American Heritage Girls Weigh in on Transgender Movement: God ‘Created Men and Women Differently on Purpose’,2021-11-01T16:44:07Z
American Heritage Girls Weigh in on Transgender Movement: God ‘Created Men and Women Differently on Purpose’,2021-11-01T16:44:07Z
"WATCH: Man Pummels Woman in ‘Horrific,’ ‘Disturbing’ Inter-Gender MMA Bout",2021-11-01T07:14:17Z
"WATCH: Man Pummels Woman in ‘Horrific,’ ‘Disturbing’ Inter-Gender MMA Bout",2021-11-01T07:14:17Z
Ibram X. Kendi: ‘Horrifying’ His Daughter Said She Wants to Be a Boy,2021-10-31T15:55:03Z
Ibram X. Kendi: ‘Horrifying’ His Daughter Said She Wants to Be a Boy,2021-10-31T15:55:03Z
Pinkerton: Biden’s Great Reset Comes to the Nearest Bathroom ,2021-10-30T16:26:40Z
Pinkerton: Biden’s Great Reset Comes to the Nearest Bathroom ,2021-10-30T16:26:40Z
Report: Trans Movement Tells Lesbians to Accept ‘that a Penis Can Be a Female Sex Organ’,2021-10-28T17:27:43Z
Report: Trans Movement Tells Lesbians to Accept ‘that a Penis Can Be a Female Sex Organ’,2021-10-28T17:27:43Z
Exclusive — Transgender: Republican Compromisers Push ‘Fairness for All’ Bill,2021-10-28T14:02:50Z
Exclusive — Transgender: Republican Compromisers Push ‘Fairness for All’ Bill,2021-10-28T14:02:50Z
John Lewis Pulls Woke Ad with Destructive Boy in Dress and Lipstick for Being ‘Misleading’,2021-10-28T08:20:19Z
John Lewis Pulls Woke Ad with Destructive Boy in Dress and Lipstick for Being ‘Misleading’,2021-10-28T08:20:19Z
Texas Gov. Greg Abbott Signs Law Protecting Female Athletes from Trans Competitors in Schools,2021-10-26T09:45:52Z
Texas Gov. Greg Abbott Signs Law Protecting Female Athletes from Trans Competitors in Schools,2021-10-26T09:45:52Z
Dave Chappelle Tells Trans Mob He’ll Meet on His Terms: ‘You will Not Summon Me. I’m Not Bending to Anybody’s Demands’,2021-10-25T16:18:53Z
Dave Chappelle Tells Trans Mob He’ll Meet on His Terms: ‘You will Not Summon Me. I’m Not Bending to Anybody’s Demands’,2021-10-25T16:18:53Z
Twitter Locks Out Rep. Jim Banks After Saying ‘First Female Four-Star Officer Gets Taken by a Man’,2021-10-23T10:52:17Z
Twitter Locks Out Rep. Jim Banks After Saying ‘First Female Four-Star Officer Gets Taken by a Man’,2021-10-23T10:52:17Z
"Report: Dave Chappelle Doubles Down, Planning U.S. Tour If Netflix Cancels ‘The Closer’",2021-10-21T13:52:13Z
"Report: Dave Chappelle Doubles Down, Planning U.S. Tour If Netflix Cancels ‘The Closer’",2021-10-21T13:52:13Z
Ohio GOP Craft Bill to Protect Minors from Life-Altering Gender-Transitioning Treatment,2021-10-21T11:14:31Z
Ohio GOP Craft Bill to Protect Minors from Life-Altering Gender-Transitioning Treatment,2021-10-21T11:14:31Z
Rose McGowan Torches ‘Whiny’ Transgender Netflix Protestors: ‘Piss Off You Brats. Enough of Your Fake Activism’,2021-10-21T07:01:20Z
Rose McGowan Torches ‘Whiny’ Transgender Netflix Protestors: ‘Piss Off You Brats. Enough of Your Fake Activism’,2021-10-21T07:01:20Z
Jamie Lee Curtis: ‘I’m a Grateful Student’ of My Trans Child,2021-10-21T05:58:04Z
Jamie Lee Curtis: ‘I’m a Grateful Student’ of My Trans Child,2021-10-21T05:58:04Z
Transgender Muslim Flees Malaysia After Being Charged with ‘Insulting Islam’ by Wearing Hijab to Prayer,2021-10-20T19:21:06Z
Transgender Muslim Flees Malaysia After Being Charged with ‘Insulting Islam’ by Wearing Hijab to Prayer,2021-10-20T19:21:06Z
Transgender Netflix Rally Leader Targets Dave Chappelle with Racist Taunt: ‘I’m Here to Talk to His Master’,2021-10-20T14:51:05Z
Transgender Netflix Rally Leader Targets Dave Chappelle with Racist Taunt: ‘I’m Here to Talk to His Master’,2021-10-20T14:51:05Z
"Elliot Page: ‘I Stand with the Trans, Nonbinary, and BIPOC’ Netflix Employees Protesting Dave Chappelle",2021-10-20T14:13:06Z
"Elliot Page: ‘I Stand with the Trans, Nonbinary, and BIPOC’ Netflix Employees Protesting Dave Chappelle",2021-10-20T14:13:06Z
"Parents’ Advocate: Loudoun County School Board Ignored Allegations of ‘Sodomy, Forced Fellatio, Sexual Assault’ of ‘9th Grade Girl’",2021-10-20T14:05:17Z
"Parents’ Advocate: Loudoun County School Board Ignored Allegations of ‘Sodomy, Forced Fellatio, Sexual Assault’ of ‘9th Grade Girl’",2021-10-20T14:05:17Z
Loudoun Parents’ Advocate: Money Shapes K-12 Transgender Politics,2021-10-20T13:08:27Z
Loudoun Parents’ Advocate: Money Shapes K-12 Transgender Politics,2021-10-20T13:08:27Z
2SLGBTQQIA+ Netflix Employees Release List of Demands: More ‘Trans and Non-Binary’ Shows and Executives,2021-10-20T12:45:29Z
2SLGBTQQIA+ Netflix Employees Release List of Demands: More ‘Trans and Non-Binary’ Shows and Executives,2021-10-20T12:45:29Z
Not Woke Enough: ‘Handmaid’s Tale’ Novelist Margaret Atwood Blasted for Sharing Article Questioning Transgender Agenda,2021-10-19T13:10:05Z
Not Woke Enough: ‘Handmaid’s Tale’ Novelist Margaret Atwood Blasted for Sharing Article Questioning Transgender Agenda,2021-10-19T13:10:05Z
Transgender HHS Official Rachel Levine Named ‘First-Ever Female Four-Star Admiral’ in Public Health Corps,2021-10-19T09:27:28Z
Transgender HHS Official Rachel Levine Named ‘First-Ever Female Four-Star Admiral’ in Public Health Corps,2021-10-19T09:27:28Z
"Loudoun County Prosecutor Who Sought Arrest of Man Whose Daughter Was Allegedly Raped Has Ties to Soros, McAuliffe",2021-10-18T10:06:54Z
"Loudoun County Prosecutor Who Sought Arrest of Man Whose Daughter Was Allegedly Raped Has Ties to Soros, McAuliffe",2021-10-18T10:06:54Z
"Jon Stewart on Gender Issue, Critical Race Theory Concerns: ‘You Can’t Govern to the Lowest Common Denominator’",2021-10-17T08:35:40Z
"Jon Stewart on Gender Issue, Critical Race Theory Concerns: ‘You Can’t Govern to the Lowest Common Denominator’",2021-10-17T08:35:40Z
Woke Mutiny: Netflix Fires Employee for Leaking Confidential Data on Dave Chappelle Special,2021-10-15T13:39:40Z
Woke Mutiny: Netflix Fires Employee for Leaking Confidential Data on Dave Chappelle Special,2021-10-15T13:39:40Z
Texas House Votes to Ban Transgender Students from Girls Sports,2021-10-15T12:14:24Z
Texas House Votes to Ban Transgender Students from Girls Sports,2021-10-15T12:14:24Z
Hannah Gadsby Rips Netflix’s Ted Sarandos over Dave Chappelle Special: ‘F**k You And Your Amoral Algorithm Cult’,2021-10-15T07:45:51Z
Hannah Gadsby Rips Netflix’s Ted Sarandos over Dave Chappelle Special: ‘F**k You And Your Amoral Algorithm Cult’,2021-10-15T07:45:51Z
Blue State Blues: When Transgenderism Becomes Stalinism,2021-10-15T06:05:27Z
Blue State Blues: When Transgenderism Becomes Stalinism,2021-10-15T06:05:27Z
Instagram Censors Biologist for Posting Evidence Showing Biological Men Are Stronger Than Women,2021-10-14T14:56:40Z
Instagram Censors Biologist for Posting Evidence Showing Biological Men Are Stronger Than Women,2021-10-14T14:56:40Z
‘Hamilton’ Accused of Discriminating Against ‘Non-Binary’ Actor Who Requested Gender-Neutral Dressing Room,2021-10-14T11:20:12Z
‘Hamilton’ Accused of Discriminating Against ‘Non-Binary’ Actor Who Requested Gender-Neutral Dressing Room,2021-10-14T11:20:12Z
Students’ Union Says ‘TERF’ Feminists Work With ‘Far-Right’ Against ‘Trans-Liberation’,2021-10-14T09:49:09Z
Students’ Union Says ‘TERF’ Feminists Work With ‘Far-Right’ Against ‘Trans-Liberation’,2021-10-14T09:49:09Z
"Black Transgender Defends Dave Chappelle: ‘No Topic Should Be Off-Limits, the World Has Become Too Censored’",2021-10-14T06:15:45Z
"Black Transgender Defends Dave Chappelle: ‘No Topic Should Be Off-Limits, the World Has Become Too Censored’",2021-10-14T06:15:45Z
Transgender Netflix Employees Planning Company-Wide Walkout to Protest Dave Chappelle Comedy Special,2021-10-13T09:32:37Z
Transgender Netflix Employees Planning Company-Wide Walkout to Protest Dave Chappelle Comedy Special,2021-10-13T09:32:37Z
Transracialism: UK Teachers Union Members Allowed to Self-Identify as Black,2021-10-13T02:31:18Z
Transracialism: UK Teachers Union Members Allowed to Self-Identify as Black,2021-10-13T02:31:18Z
Netflix Suspends Trans Employee Who Crashed Executive Meeting to Protest Dave Chappelle,2021-10-12T10:22:04Z
Netflix Suspends Trans Employee Who Crashed Executive Meeting to Protest Dave Chappelle,2021-10-12T10:22:04Z
Netflix Ignores Woke Mob: CEO Refuses to Cancel Dave Chappelle After 2SLGBTQQIA+ Outrage,2021-10-11T15:57:31Z
Netflix Ignores Woke Mob: CEO Refuses to Cancel Dave Chappelle After 2SLGBTQQIA+ Outrage,2021-10-11T15:57:31Z
Franklin Graham Defends NC Lt. Gov. for Expressing Opposition to Teaching LGBT Ideology in Schools,2021-10-11T12:09:05Z
Franklin Graham Defends NC Lt. Gov. for Expressing Opposition to Teaching LGBT Ideology in Schools,2021-10-11T12:09:05Z
Gender Fluid Flights: British Airways Scraps ‘Ladies and Gentlemen’ Greeting to Be More Inclusive,2021-10-10T04:55:34Z
Gender Fluid Flights: British Airways Scraps ‘Ladies and Gentlemen’ Greeting to Be More Inclusive,2021-10-10T04:55:34Z
"Dave Chappelle Refuses to Cave to 2SLGBTQQIA+ Cancel Mob: ‘F**k Twitter. F**k NBC News, ABC News’",2021-10-08T09:10:13Z
"Dave Chappelle Refuses to Cave to 2SLGBTQQIA+ Cancel Mob: ‘F**k Twitter. F**k NBC News, ABC News’",2021-10-08T09:10:13Z
Report: Biological Males Retain Advantage over Female Competitors Despite Hormone Treatment,2021-10-07T11:49:33Z
Report: Biological Males Retain Advantage over Female Competitors Despite Hormone Treatment,2021-10-07T11:49:33Z
NYTimes Muzzles Child-Surgery Warnings by Transgender Doctors,2021-10-06T09:51:24Z
NYTimes Muzzles Child-Surgery Warnings by Transgender Doctors,2021-10-06T09:51:24Z
Christian Schools Join Fight to Protect Female Athletes from Transgender Competitors ,2021-10-05T14:20:57Z
Christian Schools Join Fight to Protect Female Athletes from Transgender Competitors ,2021-10-05T14:20:57Z
Seven Times Dave Chappelle Torches the Left in Latest Comedy Special: ‘Gender Is a Fact’,2021-10-05T13:32:38Z
Seven Times Dave Chappelle Torches the Left in Latest Comedy Special: ‘Gender Is a Fact’,2021-10-05T13:32:38Z
Watch: Women’s March Speaker Says Abortion Is a Fight for Trans Men,2021-10-02T13:34:12Z
Watch: Women’s March Speaker Says Abortion Is a Fight for Trans Men,2021-10-02T13:34:12Z
Transgender Weightlifter Laurel Hubbard Named Sportswoman of the Year,2021-10-02T09:35:15Z
Transgender Weightlifter Laurel Hubbard Named Sportswoman of the Year,2021-10-02T09:35:15Z
‘Real Housewives’ Star Bethenny Frankel Rips Woke Mob over ‘Transphobia’ Accusations: ‘I’m Not Afraid of Cancellation’,2021-09-29T09:53:12Z
‘Real Housewives’ Star Bethenny Frankel Rips Woke Mob over ‘Transphobia’ Accusations: ‘I’m Not Afraid of Cancellation’,2021-09-29T09:53:12Z
Showtime’s ‘L Word’ Pushes Idea of Giving Puberty Blockers to Children Without Parental Consent,2021-09-28T15:23:30Z
Showtime’s ‘L Word’ Pushes Idea of Giving Puberty Blockers to Children Without Parental Consent,2021-09-28T15:23:30Z
LGBTQ Activist Homecoming Queen Accused of Causing Disturbance with Pride Flag,2021-09-28T11:47:13Z
LGBTQ Activist Homecoming Queen Accused of Causing Disturbance with Pride Flag,2021-09-28T11:47:13Z
"Exclusive— Robert Wilkie: ‘Woke Agenda’ Is ‘Destroying’ Military Meritocracy, Morale, Readiness",2021-09-28T10:14:36Z
"Exclusive— Robert Wilkie: ‘Woke Agenda’ Is ‘Destroying’ Military Meritocracy, Morale, Readiness",2021-09-28T10:14:36Z
Lancet Editor Apologises for Cover Calling Women ‘Bodies With Vaginas’,2021-09-28T09:14:48Z
Lancet Editor Apologises for Cover Calling Women ‘Bodies With Vaginas’,2021-09-28T09:14:48Z
UK Left Collapses into Infighting over Whether Women Have Cervixes,2021-09-28T06:41:07Z
UK Left Collapses into Infighting over Whether Women Have Cervixes,2021-09-28T06:41:07Z
Feminist Faces ‘Hate Crime’ Charge for Alleged Transgender Criticism,2021-09-27T05:43:07Z
Feminist Faces ‘Hate Crime’ Charge for Alleged Transgender Criticism,2021-09-27T05:43:07Z
"After 40 Seasons, Husband of Pregnant F2M Trans Man Gets the Word ‘Guys’ Banned from ‘Survivor’",2021-09-27T05:24:14Z
"After 40 Seasons, Husband of Pregnant F2M Trans Man Gets the Word ‘Guys’ Banned from ‘Survivor’",2021-09-27T05:24:14Z
Lancet Brands Women ‘Bodies with Vaginas’ to Be Trans Inclusive,2021-09-26T04:26:01Z
Lancet Brands Women ‘Bodies with Vaginas’ to Be Trans Inclusive,2021-09-26T04:26:01Z
"Minnesota Sex Ed Program Asks Students to Role Play Gay, Transgender Sex Scenarios",2021-09-26T01:43:55Z
"Minnesota Sex Ed Program Asks Students to Role Play Gay, Transgender Sex Scenarios",2021-09-26T01:43:55Z
"House Democrats’ ‘Women’s Health Protection Act’ Goes Ultra-Woke: ‘Transgender Men, Non-Binary Individuals’ Need Abortions, Too",2021-09-24T13:28:17Z
"House Democrats’ ‘Women’s Health Protection Act’ Goes Ultra-Woke: ‘Transgender Men, Non-Binary Individuals’ Need Abortions, Too",2021-09-24T13:28:17Z
"Texas Challenges Biden’s Effort to Base Workplace Bathroom Use, Clothing on ‘Gender Identity’",2021-09-24T06:40:49Z
"Texas Challenges Biden’s Effort to Base Workplace Bathroom Use, Clothing on ‘Gender Identity’",2021-09-24T06:40:49Z
"ACLU Shares Ruth Bader Ginsburg Quote, Censors All References to ‘Women’ and Female Pronouns",2021-09-23T10:31:36Z
"ACLU Shares Ruth Bader Ginsburg Quote, Censors All References to ‘Women’ and Female Pronouns",2021-09-23T10:31:36Z
‘That’s a Dude’: UFC’s ‘Suga’ Sean O’Malley Pushes Back on Allowing Trans Fighters in MMA,2021-09-20T12:27:14Z
‘That’s a Dude’: UFC’s ‘Suga’ Sean O’Malley Pushes Back on Allowing Trans Fighters in MMA,2021-09-20T12:27:14Z
Feminist Labour MP Backs Out of Conference After Threats From ‘Woke’ Trans Activists,2021-09-20T06:33:04Z
Feminist Labour MP Backs Out of Conference After Threats From ‘Woke’ Trans Activists,2021-09-20T06:33:04Z
English Court of Appeal Rules Doctors Can Put Children on Trans Drugs,2021-09-18T09:30:49Z
English Court of Appeal Rules Doctors Can Put Children on Trans Drugs,2021-09-18T09:30:49Z
Transgender Fighter Alana McLaughlin Wins MMA Debut,2021-09-11T07:39:26Z
Transgender Fighter Alana McLaughlin Wins MMA Debut,2021-09-11T07:39:26Z
Poll: Most West Virginians Believe Athletes Should Play Sports Based on Biological Sex Not ‘Gender Identity’,2021-09-09T16:18:50Z
Poll: Most West Virginians Believe Athletes Should Play Sports Based on Biological Sex Not ‘Gender Identity’,2021-09-09T16:18:50Z
AOC Joins Extreme-Woke Left in Destroying the Definition of ‘Women’,2021-09-09T10:13:30Z
AOC Joins Extreme-Woke Left in Destroying the Definition of ‘Women’,2021-09-09T10:13:30Z
AOC Defends Using the Phrase ‘Menstruating People’: ‘Not Just Women’ Can Menstruate,2021-09-08T13:47:38Z
AOC Defends Using the Phrase ‘Menstruating People’: ‘Not Just Women’ Can Menstruate,2021-09-08T13:47:38Z
Study: Transgender Mortality Rate Twice as High as Those Without Gender Dysphoria,2021-09-07T19:31:34Z
Study: Transgender Mortality Rate Twice as High as Those Without Gender Dysphoria,2021-09-07T19:31:34Z
Gay Activist Priest Slams Bishops as ‘Transphobic’,2021-09-02T08:44:26Z
Gay Activist Priest Slams Bishops as ‘Transphobic’,2021-09-02T08:44:26Z
Report: ‘Trans Woman’ Who Sparked Wi Spa Debate Is Registered Sex Offender Facing Charges,2021-09-02T08:31:56Z
Report: ‘Trans Woman’ Who Sparked Wi Spa Debate Is Registered Sex Offender Facing Charges,2021-09-02T08:31:56Z
Virginia Supreme Court Rules in Favor of Teacher Who Rejects School’s Transgender Policies,2021-09-02T05:37:19Z
Virginia Supreme Court Rules in Favor of Teacher Who Rejects School’s Transgender Policies,2021-09-02T05:37:19Z
Caitlyn Jenner Fundraises Off Bruce Jenner Wheaties Box,2021-08-31T10:31:05Z
Caitlyn Jenner Fundraises Off Bruce Jenner Wheaties Box,2021-08-31T10:31:05Z
University of Michigan Promotes Transgenderism with Videos to ‘Educate’ Health Care Providers,2021-08-31T10:15:03Z
University of Michigan Promotes Transgenderism with Videos to ‘Educate’ Health Care Providers,2021-08-31T10:15:03Z
Pediatricians File Lawsuit Against Biden’s Mandate that Doctors Perform Transgender Procedures on Children,2021-08-30T07:12:25Z
Pediatricians File Lawsuit Against Biden’s Mandate that Doctors Perform Transgender Procedures on Children,2021-08-30T07:12:25Z
Virginia Catholic Bishop: ‘No One’ Is Transgender,2021-08-30T03:55:20Z
Virginia Catholic Bishop: ‘No One’ Is Transgender,2021-08-30T03:55:20Z
Mosque Bomber Asks Judge to Acknowledge He Is a ‘Transgender’ Woman,2021-08-25T09:40:54Z
Mosque Bomber Asks Judge to Acknowledge He Is a ‘Transgender’ Woman,2021-08-25T09:40:54Z
Pop Star Demi Lovato Teases Becoming Transgender: Gender Is a Journey Forever,2021-08-20T15:20:40Z
Pop Star Demi Lovato Teases Becoming Transgender: Gender Is a Journey Forever,2021-08-20T15:20:40Z
Classic 80s Hit ‘It’s Raining Men’ Gets Woke Trans Video Makeover: ‘It’s Raining Them’,2021-08-20T09:40:10Z
Classic 80s Hit ‘It’s Raining Men’ Gets Woke Trans Video Makeover: ‘It’s Raining Them’,2021-08-20T09:40:10Z
Transgender Surgeries Surged During Pandemic as All Other Health Care Fell Dramatically,2021-08-19T09:39:44Z
Transgender Surgeries Surged During Pandemic as All Other Health Care Fell Dramatically,2021-08-19T09:39:44Z
Joe Biden Names Transgender Activist to HIV/AIDS Advisory Council,2021-08-18T12:06:22Z
Joe Biden Names Transgender Activist to HIV/AIDS Advisory Council,2021-08-18T12:06:22Z
Elliot Page Shows Off Washboard Abs After Double Mastectomy,2021-08-16T08:51:56Z
Elliot Page Shows Off Washboard Abs After Double Mastectomy,2021-08-16T08:51:56Z
Filmmaker Pulls Back Curtain on the Rush to Change Children’s Gender,2021-08-14T14:12:25Z
Filmmaker Pulls Back Curtain on the Rush to Change Children’s Gender,2021-08-14T14:12:25Z
"Eminem’s Adopted Daughter Comes Out as They/She/He, Whitney to Stevie",2021-08-13T14:02:26Z
"Eminem’s Adopted Daughter Comes Out as They/She/He, Whitney to Stevie",2021-08-13T14:02:26Z
"Scottish Govt Guidance: Schools Can Assist Gender Changes from Age Four, Not Tell Parents",2021-08-13T04:55:09Z
"Scottish Govt Guidance: Schools Can Assist Gender Changes from Age Four, Not Tell Parents",2021-08-13T04:55:09Z
"Loudoun County School Board Approves Trans Students in Opposite Sex’s Sports Teams, Locker Rooms",2021-08-12T11:26:14Z
"Loudoun County School Board Approves Trans Students in Opposite Sex’s Sports Teams, Locker Rooms",2021-08-12T11:26:14Z
‘Trans Non-Binary’ Co-Founder of Extinction Rebellion Running for Leader of Green Party,2021-08-12T08:31:52Z
‘Trans Non-Binary’ Co-Founder of Extinction Rebellion Running for Leader of Green Party,2021-08-12T08:31:52Z
Caitlyn Jenner Salutes Bruce Jenner While Praising Olympic Athletes,2021-08-09T19:47:47Z
Caitlyn Jenner Salutes Bruce Jenner While Praising Olympic Athletes,2021-08-09T19:47:47Z
Judge Places Boy in Custody of Mother Who Supports His Alleged Desire to Live as Girl,2021-08-09T15:35:55Z
Judge Places Boy in Custody of Mother Who Supports His Alleged Desire to Live as Girl,2021-08-09T15:35:55Z
Twitter Suspends Conservative Pundit Allie Beth Stuckey for Calling Transgender Weightlifter a Man,2021-08-06T10:09:12Z
Twitter Suspends Conservative Pundit Allie Beth Stuckey for Calling Transgender Weightlifter a Man,2021-08-06T10:09:12Z
Watch – Store Owner Rejects Transgender Demand: ‘You’re Nuts’,2021-08-05T10:16:17Z
Watch – Store Owner Rejects Transgender Demand: ‘You’re Nuts’,2021-08-05T10:16:17Z
Catholic League: Disney’s Introduction of Trans-Muppet Is ‘Child Abuse’,2021-08-05T09:33:20Z
Catholic League: Disney’s Introduction of Trans-Muppet Is ‘Child Abuse’,2021-08-05T09:33:20Z
"Trans Sex Criminals Can Go on Female Wards, NHS Hospitals Told",2021-08-05T01:28:25Z
"Trans Sex Criminals Can Go on Female Wards, NHS Hospitals Told",2021-08-05T01:28:25Z
The Science Has Changed: Olympic Committee Tightening Transgender Rules,2021-08-04T06:34:16Z
The Science Has Changed: Olympic Committee Tightening Transgender Rules,2021-08-04T06:34:16Z
Olympic Trans Weightlifter Laurel Hubbard: ‘I Know My Participation’ Was Not ‘Without Controversy’,2021-08-03T09:49:36Z
Olympic Trans Weightlifter Laurel Hubbard: ‘I Know My Participation’ Was Not ‘Without Controversy’,2021-08-03T09:49:36Z
The Internet Celebrates the Collapse of the Left’s Woke Olympic Icons,2021-08-02T19:01:32Z
The Internet Celebrates the Collapse of the Left’s Woke Olympic Icons,2021-08-02T19:01:32Z
Disney’s ‘Muppet Babies’ Producer Hopes Cross-Dressing ‘Princess’ Gonzo ‘Inspires Kids’,2021-08-02T07:53:46Z
Disney’s ‘Muppet Babies’ Producer Hopes Cross-Dressing ‘Princess’ Gonzo ‘Inspires Kids’,2021-08-02T07:53:46Z
Tokyo Olympics: Trans Weightlifter Laurel Hubbard Crashes out of Competition,2021-08-02T05:48:07Z
Tokyo Olympics: Trans Weightlifter Laurel Hubbard Crashes out of Competition,2021-08-02T05:48:07Z
Olympic Medical and Science Official Insists ‘Everyone Agrees’ Trans Women Are Real Women,2021-08-01T19:54:29Z
Olympic Medical and Science Official Insists ‘Everyone Agrees’ Trans Women Are Real Women,2021-08-01T19:54:29Z
Canadian Transgender Olympian Set to Play Against U.S. Women’s Soccer Team,2021-08-01T12:54:55Z
Canadian Transgender Olympian Set to Play Against U.S. Women’s Soccer Team,2021-08-01T12:54:55Z
American Medical Association Gets Woke: Remove Biological Sex from Birth Certificates,2021-08-01T10:26:00Z
American Medical Association Gets Woke: Remove Biological Sex from Birth Certificates,2021-08-01T10:26:00Z
Woke Harvard Professor Slams Colleague for Embracing Two Biological Sexes,2021-07-31T13:43:09Z
Woke Harvard Professor Slams Colleague for Embracing Two Biological Sexes,2021-07-31T13:43:09Z
UK Police Pledge to ‘Promote Pronoun Awareness’ in Cringe Video for Yet Another Pride Weekend,2021-07-31T06:27:52Z
UK Police Pledge to ‘Promote Pronoun Awareness’ in Cringe Video for Yet Another Pride Weekend,2021-07-31T06:27:52Z
Trans Activists Object to Vax Pass Because It Would Reveal Their Gender,2021-07-31T02:16:42Z
Trans Activists Object to Vax Pass Because It Would Reveal Their Gender,2021-07-31T02:16:42Z
Trans Weightlifter Thanks Olympic Committee for ‘Making Sport Inclusive and Accessible’,2021-07-30T22:29:17Z
Trans Weightlifter Thanks Olympic Committee for ‘Making Sport Inclusive and Accessible’,2021-07-30T22:29:17Z
Jamie Lee Curtis Says She’s Proud to Watch Her Son Become Her Daughter,2021-07-29T13:19:25Z
Jamie Lee Curtis Says She’s Proud to Watch Her Son Become Her Daughter,2021-07-29T13:19:25Z
Axios: One-in-Three Democrats Back Transgender Olympics,2021-07-26T13:12:52Z
Axios: One-in-Three Democrats Back Transgender Olympics,2021-07-26T13:12:52Z
‘RuPaul’s Drag Race’ Star Says There Are Not Enough Transgender Models on Magazine Covers,2021-07-26T07:47:01Z
‘RuPaul’s Drag Race’ Star Says There Are Not Enough Transgender Models on Magazine Covers,2021-07-26T07:47:01Z
Judge Forces School to Accept Trans Runner on Girls Team,2021-07-25T16:26:48Z
Judge Forces School to Accept Trans Runner on Girls Team,2021-07-25T16:26:48Z
Women Prisoners Given Birth Control as Transgender Men Arrive,2021-07-23T11:47:14Z
Women Prisoners Given Birth Control as Transgender Men Arrive,2021-07-23T11:47:14Z
Hungary to Hold Referendum on LGBT Child Education Issues,2021-07-23T06:31:32Z
Hungary to Hold Referendum on LGBT Child Education Issues,2021-07-23T06:31:32Z
’13 Reasons Why’ Star Tommy Dorfman Comes Out as Transgender: ’29 and Going Through Puberty Again’,2021-07-22T15:48:41Z
’13 Reasons Why’ Star Tommy Dorfman Comes Out as Transgender: ’29 and Going Through Puberty Again’,2021-07-22T15:48:41Z
Louisiana GOP Fails to Override Democrat Governor’s Veto of Trans Sports Bill,2021-07-22T08:37:28Z
Louisiana GOP Fails to Override Democrat Governor’s Veto of Trans Sports Bill,2021-07-22T08:37:28Z
Catholic League Blasts Woke Sports Illustrated as ‘Anti-Christian’,2021-07-21T08:53:46Z
Catholic League Blasts Woke Sports Illustrated as ‘Anti-Christian’,2021-07-21T08:53:46Z
Woke Sports Illustrated Promotes Transgender Man as Swimsuit Pinup,2021-07-20T19:47:14Z
Woke Sports Illustrated Promotes Transgender Man as Swimsuit Pinup,2021-07-20T19:47:14Z
California Appeals Court: Mandatory Transgender Pronouns Violate First Amendment,2021-07-20T16:23:32Z
California Appeals Court: Mandatory Transgender Pronouns Violate First Amendment,2021-07-20T16:23:32Z
Stephen Davis on Manhood: ‘If You Don’t Stand Up for Women and Children You Are Not a Man’,2021-07-20T16:23:12Z
Stephen Davis on Manhood: ‘If You Don’t Stand Up for Women and Children You Are Not a Man’,2021-07-20T16:23:12Z
"J.K. Rowling Fires Back After ‘Hundreds of Transgender Activists Threatened to Beat, Rape, Assassinate, and Bomb’ Her",2021-07-19T13:10:27Z
"J.K. Rowling Fires Back After ‘Hundreds of Transgender Activists Threatened to Beat, Rape, Assassinate, and Bomb’ Her",2021-07-19T13:10:27Z
